storeName,brandName,city,country,storeAddress,type,latitude,longitude,googleMapUrl
alandersons.com,Adidas,Saskatoon,Canada,"208 Avenue B S, Saskatoon, SK S7M 1M3",Point,52.1272825,-106.6740183,"https://www.google.com/maps/place/Al+Anderson's+Source+For+Sports/@52.1272825,-106.6740183,17z/data=!3m1!4b1!4m6!3m5!1s0x5304f72848513127:0xf6727671a64d5500!8m2!3d52.1272825!4d-106.6714434!16s%2Fg%2F1vd94rnj?entry=ttu&g_ep=EgoyMDI0MDgyMy4wIKXMDSoASAFQAw%3D%3D"
cranberrycollective.ca,Adidas,Moose Jaw,Canada,"316 Main St N, Moose Jaw, SK S6H 3J9",Point,50.3929047,-105.53748,"https://www.google.com/maps/place/Cranberry+Collective+Boutique/@50.3929047,-105.53748,17z/data=!3m1!4b1!4m6!3m5!1s0x531bdc25fcfeedb7:0x1011fee7917c2b53!8m2!3d50.3929047!4d-105.5349051!16s%2Fg%2F1v_vskrw?entry=ttu&g_ep=EgoyMDI0MDgyMy4wIKXMDSoASAFQAw%3D%3D"
shopsuite100.com,Adidas,Montreal,Canada,"9475 Rue Meilleur #100, Montreal, Quebec H2N 2C5",Point,45.5385337,-73.6607198,"https://www.google.com/maps/place/SUITE+100/@45.5385337,-73.6607198,17z/data=!4m16!1m9!3m8!1s0x4cc918ee01b407d7:0x249b52d391f83b31!2s9475+Rue+Meilleur+suite+100,+Montreal,+QC+H2N+2C5!3b1!8m2!3d45.5385337!4d-73.6581449!10e3!16s%2Fg%2F11pyzsjcxd!3m5!1s0x4cc9192dcfde6819:0xfc6b00f98e1dd7af!8m2!3d45.5385337!4d-73.6581449!16s%2Fg%2F11gwrxn341?entry=ttu&g_ep=EgoyMDI0MDgyMy4wIKXMDSoASAFQAw%3D%3D"
sourcedesaubaines.com,Adidas,Gatineau,Canada,"74 Bd Gréber, Gatineau, QC J8T 3P8",Point,45.463649,-75.7056411,"https://www.google.com/maps/place/La+Source+des+Aubaines/@45.463649,-75.7056411,17z/data=!3m1!4b1!4m6!3m5!1s0x4cce1b35787a4e1d:0x1f42efca626c527e!8m2!3d45.4636453!4d-75.7007756!16s%2Fg%2F1td9dd07?entry=ttu&g_ep=EgoyMDI0MDgyMy4wIKXMDSoASAFQAw%3D%3D"
sourcedesaubaines.com,Adidas,Gatineau,Canada,"93 Rue Lois, Gatineau, QC J8Y 3R5",Point,5.4618404,-75.7466647,"https://www.google.com/maps/place/La+Source+Des+Aubaines/@45.4618404,-75.7466647,12z/data=!4m10!1m2!2m1!1sLa+Source+Des+Aubaines!3m6!1s0x4cce0484560f2b97:0x4808de378066ff6a!8m2!3d45.4340458!4d-75.7325254!15sChZMYSBTb3VyY2UgRGVzIEF1YmFpbmVzIgOIAQGSAQpsaXF1aWRhdG9y4AEA!16s%2Fg%2F11crydk99z?entry=ttu&g_ep=EgoyMDI0MDgyMy4wIKXMDSoASAFQAw%3D%3D"
sourcedesaubaines.com,Adidas,Gatineau,Canada,"914 Boulevard Maloney E, Gatineau, QC J8P 1H5",Point,45.489698,-75.6008684,"https://www.google.com/maps/place/La+source+des+aubaines/@45.489698,-75.6008684,16z/data=!3m1!4b1!4m6!3m5!1s0x4cce11590c04fd7d:0x32d02317254550f1!8m2!3d45.4896943!4d-75.5960029!16s%2Fg%2F11kx732l0l?entry=ttu&g_ep=EgoyMDI0MDgyMy4wIKXMDSoASAFQAw%3D%3D"
spinsports.ca,Adidas,Baie-Comeau,Canada,"29 Pl. la Salle, Baie-Comeau, QC G4Z 1J8",Point,49.2212062,-68.157345,"https://www.google.com/maps/place/Spin+Sports+%26+Plein+Air/@49.2212062,-68.157345,17z/data=!3m1!4b1!4m6!3m5!1s0x4c9409ba34dce74f:0x8a8eaf6864576629!8m2!3d49.2212028!4d-68.1524795!16s%2Fg%2F1tffjc9z?entry=ttu&g_ep=EgoyMDI0MDgyMy4wIKXMDSoASAFQAw%3D%3D"
sportdirect.ca,Adidas,Boucherville,Canada,"360 Rue Saint-Louis #110, Saint-Jean-sur-Richelieu, Quebec J3B 1Y4",Point,45.3121912,-73.2760665,"https://www.google.com/maps/place/Sportdirect.ca/@45.3121912,-73.2760665,17z/data=!4m15!1m8!3m7!1s0x4cc9a2317fda8c5f:0x9a6c77362c9a1fa1!2s360+Rue+Saint-Louis+%23110,+Saint-Jean-sur-Richelieu,+QC+J3B+1Y4!3b1!8m2!3d45.3121912!4d-73.2734916!16s%2Fg%2F11t6px6b5c!3m5!1s0x4cc917ae5fe19f01:0x483718d741f8b087!8m2!3d45.3122801!4d-73.2723062!16s%2Fg%2F11fsjfh0fc?entry=ttu&g_ep=EgoyMDI0MDgyMy4wIKXMDSoASAFQAw%3D%3D"
